1.598707359999997145e-04 4.078575788145581812e-05 -2.344429591691671311e-07 -6.008033424546902095e-06 -8.801923920045167090e-06 5.414017461810501142e-06 -1.479956849403607852e-05 -3.039066935971125586e-05 -3.893404636011542336e-05 -3.878164898142396662e-05 8.465775904420836626e-06 -1.215795443515415946e-05 7.992390630254174954e-05 1.069233796279122487e-05 -2.116705723546226584e-05 -1.636423941353120664e-06 -7.311831398693206298e-05 3.825413974131800779e-06 5.471476232488465490e-06 1.687059758546334440e-07 5.775436732752289404e-06 3.299341139584134730e-07 1.151960807371323791e-05 -3.388229775756712944e-05 8.110380174311543553e-06 4.179600582794261150e-05 4.382559883391611107e-07 -2.326535735264384619e-05 -6.074412960282189264e-06 -1.519052536611687909e-05 -4.042945294097847609e-06 2.035034416068550535e-05 -2.332536812016661380e-05 2.127003050334619493e-06 2.650901788621271590e-06 9.592062690543791343e-07 1.598634726491207541e-06 7.900109108000582308e-06 4.162266063459275531e-07 -6.163914445125046461e-05 4.838324927495001199e-07 9.265430331291865810e-07 2.036752465964654820e-07
4.078575788145581812e-05 1.145653256250000118e-03 4.357770743199023225e-05 -4.476645894345061702e-05 3.155281478791977027e-05 -5.867329268227842971e-06 2.240425882776948008e-06 -4.049945194305728461e-05 -3.006330411875224331e-07 -4.670270125919592265e-05 2.615933846819209414e-05 4.345544061351677874e-05 1.469941782189991379e-04 8.011872614687710577e-06 7.844404339225757047e-05 9.417786616988910550e-06 -1.067962507780952151e-04 2.646288629538962630e-04 8.671398225981738627e-06 4.868489688434509612e-07 7.109603327973913799e-06 1.345625736604290302e-06 2.644705307164896629e-05 -5.427450672676723843e-05 6.065575365261327766e-06 1.579490899703065159e-04 -8.111262382489351976e-07 -6.854923833518691042e-05 -1.703633476083290586e-05 -8.273752481021014234e-06 -3.418106147328862552e-06 1.186380678058188564e-05 -1.950423012644225345e-05 -1.936050057536692540e-07 -2.276480266150780255e-06 -7.727579165452113415e-07 -4.168271128901780767e-06 9.565294593392255264e-05 1.583972482379298937e-06 -1.070887910868018077e-04 1.777013215597726869e-06 1.460034835244720783e-06 9.925474291524013656e-07
-2.344429591691671311e-07 4.357770743199023225e-05 1.610234102499998174e-04 3.544966759460980061e-05 -9.568860456496376069e-05 -1.197071011691603338e-05 6.186041585055515677e-05 4.647983287684415930e-05 7.019515371208066281e-05 5.073881207646556283e-05 -1.049293184592002956e-05 5.667690710153595212e-05 -2.925575752413989595e-05 -1.593882077562993528e-05 9.698688006236569760e-05 3.581556838490720983e-05 1.292119120108232327e-04 1.743097209531677583e-04 1.754288282903522351e-05 4.405793310236452427e-07 1.834603781587152473e-05 9.567475728595386157e-07 1.577041772441353774e-05 4.256240460046103481e-05 -6.276541745459665388e-06 2.430205112485446731e-05 6.559874249181687453e-06 2.644893144760482513e-05 1.236968738171520687e-05 -3.733883098179300696e-05 8.139712033262108519e-06 8.160424295808165545e-06 2.200942930124415303e-05 8.975270535038479662e-06 2.351466943467093757e-05 8.182983681379362164e-06 6.619326328931106144e-06 4.247999788726914676e-06 -1.979671585078298902e-06 -5.831351873684024160e-05 4.067206274229372914e-07 9.996892031337649727e-06 2.868758897271294002e-07
-6.008033424546902095e-06 -4.476645894345061702e-05 3.544966759460980061e-05 2.072304202499997638e-04 -8.818198536176035786e-06 -7.789434440239882175e-05 3.823163245662005523e-05 1.043442319712520376e-04 6.378007223260580424e-05 9.074865390281711293e-05 -1.890760108272659538e-05 3.902122026207567991e-05 -5.609589999181915188e-05 -3.228543635163575278e-05 4.732641564060893340e-05 6.725098889896386898e-06 2.218295860428020076e-04 1.552217773518854406e-05 8.906042540448081795e-06 2.349849911721024339e-07 1.467779153934362878e-05 1.224178540641533376e-06 -6.825670321127626637e-06 3.662373398423708214e-05 -1.155475999787512008e-05 1.120360679147751993e-04 9.182427450227665519e-07 -3.564882077653276670e-05 7.085260420123798682e-06 4.740690196097509054e-07 -6.153308115576843756e-06 -6.124179000884671670e-05 4.708136581184099544e-05 2.258683314311179898e-06 3.628571920838715159e-06 3.706326694546207549e-06 -7.079035102788939159e-07 -1.385520824293039806e-04 -5.083529214316899590e-06 -1.314980710806700605e-05 6.077823453615366806e-07 -2.636490222030236089e-06 -6.880311024679456559e-07
-8.801923920045167090e-06 3.155281478791977027e-05 -9.568860456496376069e-05 -8.818198536176035786e-06 1.041191556249998441e-03 1.449606304426433970e-05 2.855399714027239029e-04 4.480442619227008083e-05 3.960818586031896902e-04 1.468696461714716556e-04 -2.947492257628686656e-05 -1.731023892836193004e-05 -4.501820250648820687e-06 9.729899820561031839e-06 1.254647195379720551e-04 4.739355281049454976e-05 6.674198780002449241e-05 7.634306713932667479e-05 1.187744524687247952e-05 2.660400273850084076e-07 2.980314798538601244e-05 -1.938515219135552792e-06 7.035215335043882657e-05 7.347050550681414195e-05 -3.487486484294416960e-07 -5.420377276676559904e-05 3.339152812157162719e-05 -4.072272237805095945e-05 6.610540194164528241e-05 -5.311281078041619336e-04 1.248705889060925471e-05 -8.974691610925898994e-06 2.052485426735937830e-05 1.150619291095671943e-05 3.086563490753066723e-05 2.441953768009459837e-05 2.169970273274480127e-05 1.512616007298089054e-05 6.027183781442755139e-06 -1.639899622601141921e-04 1.363669213083453695e-06 -2.702899858976008223e-06 3.089211314827259454e-07
5.414017461810501142e-06 -5.867329268227842971e-06 -1.197071011691603338e-05 -7.789434440239882175e-05 1.449606304426433970e-05 1.527078062499998413e-04 -2.443177755529758768e-05 1.046823700162789098e-05 -2.938349631032522458e-05 -2.927230024390200985e-05 1.273009176323126389e-05 -2.503761580254547581e-05 4.989385275702769605e-05 1.088704715773167296e-05 -3.316207263190106859e-05 -4.245063827094074433e-06 -3.302211846817808765e-05 -2.950804806599177519e-05 -1.485424363690074533e-06 -1.435034071810623471e-08 -3.484908718665091485e-06 -1.029363762642183841e-06 4.716231658755819475e-06 -7.002285465262647093e-06 1.570269289164252972e-05 -9.638108461972222406e-05 1.888055738766702597e-06 6.913721502574330356e-05 7.601404279751773224e-07 6.521708505670781062e-06 -9.348957065950809075e-05 6.314067144582200626e-05 5.552559945100742908e-05 3.588440323236669553e-06 3.180890943278688004e-06 1.526165218169981650e-06 5.134246522040937840e-06 -3.411590322795176320e-05 6.934692466143705339e-06 3.042483787512344226e-06 -3.127740125875789826e-07 2.869216643015595053e-06 1.146018747530377775e-06
-1.479956849403607852e-05 2.240425882776948008e-06 6.186041585055515677e-05 3.823163245662005523e-05 2.855399714027239029e-04 -2.443177755529758768e-05 3.945472969000001114e-03 4.261329931959780080e-04 1.165739101947652415e-03 4.226487447720293365e-04 -5.504374738295644132e-05 -8.862751965694551652e-05 1.862907869698243019e-04 -3.577131761865488796e-05 9.023381000598274275e-04 2.595664877109552003e-04 1.561013917963098531e-03 2.373425230068776284e-03 1.349001522677563525e-05 -6.982635720520113641e-07 1.052716373263181196e-05 1.773384380685194725e-06 -6.729460538106963815e-05 8.603255645899900216e-05 -3.448201706244405766e-06 -3.199951107045426348e-05 1.441562014849098892e-05 -3.113970386572738883e-05 6.558103976454272713e-05 -1.660146335529430126e-03 -2.180349025478354119e-05 -6.390292880914507300e-05 -1.779301445819424528e-05 6.188286012811927011e-07 1.474338394294757040e-05 8.313670762814571411e-06 -6.100648735943786928e-06 -6.426248206413949388e-06 -3.305581620583865301e-06 -6.510967465921514794e-05 -1.180691168516028057e-06 1.297435584441752726e-05 -9.532096813991500931e-07
-3.039066935971125586e-05 -4.049945194305728461e-05 4.647983287684415930e-05 1.043442319712520376e-04 4.480442619227008083e-05 1.046823700162789098e-05 4.261329931959780080e-04 1.636570111225000082e-02 4.501024767730688004e-04 8.052342711710028028e-04 -2.735782804522938840e-05 2.988548402801768011e-04 9.620028966817604956e-06 -3.197717004829262193e-04 5.825119944940826454e-04 1.132876774854167537e-04 1.567164068358659242e-03 1.157315055818804563e-03 1.479631139613568234e-05 1.923750346523062316e-07 1.969313141375005603e-05 3.318689022678347050e-06 -1.466180199973032903e-04 -6.878125140542028985e-05 -6.439101130905971419e-05 5.293762227233970389e-04 -6.238336158421842030e-05 3.307854046933508233e-04 -8.563758371593861512e-05 -4.262512513585088586e-05 -1.535120023563103786e-03 -1.740510397435707571e-04 7.110227875220776709e-04 -8.741236508520942342e-07 4.519238492298775781e-06 6.100234474629005781e-06 -8.866365949621052577e-06 -3.345725663972677101e-03 -2.113616104185978819e-05 1.590682384795874866e-05 2.421474039548554184e-06 -6.209159173741854126e-06 -3.364990683260875296e-06
-3.893404636011542336e-05 -3.006330411875224331e-07 7.019515371208066281e-05 6.378007223260580424e-05 3.960818586031896902e-04 -2.938349631032522458e-05 1.165739101947652415e-03 4.501024767730688004e-04 2.666586321000002056e-03 6.383268870715654410e-04 -2.002878802928127397e-04 2.394466240386357455e-04 -1.459298595161028953e-04 -6.181796116476413402e-05 8.068152521389236782e-04 2.324980706635164428e-04 1.197976077277031898e-03 1.633405873934768620e-03 1.365345626719443608e-05 -1.847373544941841235e-07 5.790253869845631484e-05 1.650755610166217778e-06 -5.131967092408758923e-05 1.984284876333716481e-04 -4.726342924112551775e-05 -1.196785686637283043e-04 2.464267797790812734e-05 -1.523020093020498290e-05 9.215180708813909755e-05 -1.309196307155782463e-03 8.088635200564960539e-06 -2.083919132787004315e-04 3.390775232353260580e-05 1.462757205840666772e-05 3.657613425712332589e-05 1.698312472274130013e-05 1.068562590554301003e-05 1.157266260968256198e-06 -3.563154779846329068e-06 -3.404037295012063229e-04 -7.174407581518813132e-07 1.273627222580415431e-05 -2.452202809240639017e-07
-3.878164898142396662e-05 -4.670270125919592265e-05 5.073881207646556283e-05 9.074865390281711293e-05 1.468696461714716556e-04 -2.927230024390200985e-05 4.226487447720293365e-04 8.052342711710028028e-04 6.383268870715654410e-04 2.581503672249998039e-03 -3.798448235275069884e-05 1.940232367628481327e-04 -1.158018971901142598e-04 -2.722777053386033017e-04 4.317926092231763168e-04 7.326926520106856336e-05 1.539905696130654256e-03 7.570694575205547247e-04 2.105480222167312597e-05 2.274039177092011844e-07 3.996848928032629099e-05 1.671288711524338608e-06 -5.722834582431355715e-05 7.501471731125615298e-05 -4.751798294211360735e-05 6.482014477070555071e-04 -1.447858429465553548e-05 -2.625553589351161494e-04 -2.276225926930890201e-06 -1.722863751955070264e-06 -4.817085187549311723e-04 -1.536671197392937207e-04 2.592848607371870165e-04 1.096688026721557293e-05 1.792903006840558056e-05 1.452068788381232655e-05 3.940137064169233332e-06 -5.871490325746888490e-04 -1.291572514004214835e-05 -1.290663363329982568e-05 1.453520982364489947e-06 -5.921079664966602524e-06 -1.861479818797689405e-06
