0.5,0.0,1.0,136.5,1.5,-1.5,8.2,-7.4
1.5,1.0,2.0,184.0,1.0,-1.0,10.0,-10.0
2.5,2.0,3.0,92.2,0.8,-0.8,5.2,-5.1
3.5,3.0,4.0,37.9,0.4,-0.4,2.2,-2.1
4.5,4.0,5.0,14.96,0.23,-0.23,0.85,-0.77
5.5,5.0,6.0,6.62,0.16,-0.16,0.46,-0.39
6.5,6.0,7.0,2.65,0.1,-0.1,0.28,-0.22
7.5,7.0,8.0,1.26,0.09,-0.09,0.25,-0.18
8.5,8.0,9.0,0.46,0.06,-0.06,0.11,-0.08
9.5,9.0,10.0,-,0,0,0,0

