#: table_doi: 10.17182/hepdata.86390.v1/t11
#: name: Dijets for $Q^2$ = 11.0-16.0 GeV$^2$
#: description: Dijet cross sections measured as a function of $\langle P_T \rangle_2$ for $Q^2$ = 11.0-16.0 GeV$^2$.  The correction factors on the theoretical cross sections $c^{\rm had}$ are listed together with their uncertainties.  The radiative correction factors $c^{\rm rad}$ are already included in the quoted cross sections.  Note that the uncertainties labelled $\delta^{E_{e^\prime}}$ and $\delta^{\theta_{e^\prime}}$ in Table 7 of the paper (arXiv:1611.03421v3) should be swapped.  See Table 5 of arXiv:1406.4709v2 for details of the correlation model.
#: data_file: data11.yaml
#: keyword cmenergies: 319.0
#: keyword observables: SIG
#: keyword phrases: Inclusive | Double Differential Cross Section | Jet Production | Neutral Current | Deep Inelastic Scattering
#: keyword reactions: E+ P --> E+ JETS X | E- P --> E- JETS X
#: $Q^2$ [GeV$^2$],,,11.0-16.0
#: $y$,,,0.2-0.6
#: $\sqrt{s}$ [GeV],,,319.0
#: RE,,,$e^\pm\,p \to e^\pm\,(\ge 2\,{\rm jets})\,X$
#: $\eta_{\rm lab}^{\rm jet}$,,,-1.0-2.5
#: $P_T^{\rm jet}$ [GeV],,,> 4
#: $N_{\rm jet}$,,,$\ge 2$
#: $\langle P_T \rangle_2$ [GeV],,,5.0-50.0
$\langle P_T \rangle_2$ [GeV],$\langle P_T \rangle_2$ [GeV] LOW,$\langle P_T \rangle_2$ [GeV] HIGH,$\sigma$ [pb],stat +,stat -,Uncorr +,Uncorr -,Model +,Model -,ModelRW +,ModelRW -,JES +,JES -,RCES +,RCES -,ElEn +,ElEn -,ElTh +,ElTh -,Lumi +,Lumi -,LArN +,LArN -,StatMC +,StatMC -,RadErr +,RadErr -
6.0,5.0,7.0,2.37e+02,3.04%,-3.04%,1.00%,-1.00%,-1.97%,1.97%,-3.55%,3.55%,4.05%,-3.40%,-5.61%,6.36%,-0.55%,0.50%,0.42%,-1.26%,2.50%,-2.50%,0.60%,-0.60%,1.53%,-1.53%,0.44%,-0.44%
9.0,7.0,11.0,1.48e+02,2.07%,-2.07%,1.00%,-1.00%,-1.75%,1.75%,0.61%,-0.61%,-1.79%,2.41%,-0.57%,1.12%,0.10%,0.16%,0.41%,-0.40%,2.50%,-2.50%,0.60%,-0.60%,0.81%,-0.81%,0.47%,-0.47%
14.0,11.0,17.0,3.62e+01,2.67%,-2.67%,1.00%,-1.00%,-3.61%,3.61%,3.14%,-3.14%,-3.50%,3.98%,-0.01%,0.57%,-0.08%,0.42%,0.56%,-0.45%,2.50%,-2.50%,0.60%,-0.60%,0.82%,-0.82%,0.84%,-0.84%
21.0,17.0,25.0,6.82e+00,5.22%,-5.22%,1.00%,-1.00%,-3.95%,3.95%,0.63%,-0.63%,-3.99%,4.02%,0.73%,0.06%,0.01%,0.11%,0.32%,-0.47%,2.50%,-2.50%,0.60%,-0.60%,1.41%,-1.41%,0.79%,-0.79%
30.0,25.0,35.0,1.07e+00,13.50%,-13.50%,1.00%,-1.00%,0.09%,-0.09%,0.75%,-0.75%,-2.85%,4.88%,1.93%,-0.12%,1.06%,1.00%,1.03%,0.31%,2.50%,-2.50%,0.60%,-0.60%,3.68%,-3.68%,1.79%,-1.79%
42.5,35.0,50.0,1.24e-01,36.48%,-36.48%,1.00%,-1.00%,-5.81%,5.81%,8.71%,-8.71%,-9.18%,10.27%,-1.67%,-0.37%,-1.76%,0.69%,0.92%,-0.62%,2.50%,-2.50%,0.60%,-0.60%,10.43%,-10.43%,7.98%,-7.98%

#: $Q^2$ [GeV$^2$],,,11.0-16.0
#: $y$,,,0.2-0.6
#: $\sqrt{s}$ [GeV],,,319.0
#: RE,,,$e^\pm\,p \to e^\pm\,(\ge 2\,{\rm jets})\,X$
#: $\eta_{\rm lab}^{\rm jet}$,,,-1.0-2.5
#: $P_T^{\rm jet}$ [GeV],,,> 4
#: $N_{\rm jet}$,,,$\ge 2$
#: $\langle P_T \rangle_2$ [GeV],,,5.0-50.0
$\langle P_T \rangle_2$ [GeV],$\langle P_T \rangle_2$ [GeV] LOW,$\langle P_T \rangle_2$ [GeV] HIGH,$c^{\rm had}$,error +,error -
6.0,5.0,7.0,0.885,3.59%,-3.59%
9.0,7.0,11.0,0.913,3.23%,-3.23%
14.0,11.0,17.0,0.936,2.54%,-2.54%
21.0,17.0,25.0,0.957,2.23%,-2.23%
30.0,25.0,35.0,0.957,1.75%,-1.75%
42.5,35.0,50.0,0.963,3.01%,-3.01%

#: $Q^2$ [GeV$^2$],,,11.0-16.0
#: $y$,,,0.2-0.6
#: $\sqrt{s}$ [GeV],,,319.0
#: RE,,,$e^\pm\,p \to e^\pm\,(\ge 2\,{\rm jets})\,X$
#: $\eta_{\rm lab}^{\rm jet}$,,,-1.0-2.5
#: $P_T^{\rm jet}$ [GeV],,,> 4
#: $N_{\rm jet}$,,,$\ge 2$
#: $\langle P_T \rangle_2$ [GeV],,,5.0-50.0
$\langle P_T \rangle_2$ [GeV],$\langle P_T \rangle_2$ [GeV] LOW,$\langle P_T \rangle_2$ [GeV] HIGH,$c^{\rm rad}$
6.0,5.0,7.0,1.020
9.0,7.0,11.0,1.024
14.0,11.0,17.0,1.031
21.0,17.0,25.0,1.046
30.0,25.0,35.0,1.043
42.5,35.0,50.0,0.985

