#: table_doi: 10.17182/hepdata.86390.v1/t16
#: name: Dijets for $Q^2$ = 60.0-80.0 GeV$^2$
#: description: Dijet cross sections measured as a function of $\langle P_T \rangle_2$ for $Q^2$ = 60.0-80.0 GeV$^2$.  The correction factors on the theoretical cross sections $c^{\rm had}$ are listed together with their uncertainties.  The radiative correction factors $c^{\rm rad}$ are already included in the quoted cross sections.  Note that the uncertainties labelled $\delta^{E_{e^\prime}}$ and $\delta^{\theta_{e^\prime}}$ in Table 7 of the paper (arXiv:1611.03421v3) should be swapped.  See Table 5 of arXiv:1406.4709v2 for details of the correlation model.
#: data_file: data16.yaml
#: keyword cmenergies: 319.0
#: keyword observables: SIG
#: keyword phrases: Inclusive | Double Differential Cross Section | Jet Production | Neutral Current | Deep Inelastic Scattering
#: keyword reactions: E+ P --> E+ JETS X | E- P --> E- JETS X
#: $Q^2$ [GeV$^2$],,,60.0-80.0
#: $y$,,,0.2-0.6
#: $\sqrt{s}$ [GeV],,,319.0
#: RE,,,$e^\pm\,p \to e^\pm\,(\ge 2\,{\rm jets})\,X$
#: $\eta_{\rm lab}^{\rm jet}$,,,-1.0-2.5
#: $P_T^{\rm jet}$ [GeV],,,> 4
#: $N_{\rm jet}$,,,$\ge 2$
#: $\langle P_T \rangle_2$ [GeV],,,5.0-50.0
$\langle P_T \rangle_2$ [GeV],$\langle P_T \rangle_2$ [GeV] LOW,$\langle P_T \rangle_2$ [GeV] HIGH,$\sigma$ [pb],stat +,stat -,Uncorr +,Uncorr -,Model +,Model -,ModelRW +,ModelRW -,JES +,JES -,RCES +,RCES -,ElEn +,ElEn -,ElTh +,ElTh -,Lumi +,Lumi -,LArN +,LArN -,StatMC +,StatMC -,RadErr +,RadErr -
6.0,5.0,7.0,7.04e+01,5.87%,-5.87%,1.00%,-1.00%,-3.94%,3.94%,-3.54%,3.54%,1.49%,-2.18%,-4.77%,6.03%,-1.40%,0.23%,-0.08%,-0.33%,2.50%,-2.50%,0.60%,-0.60%,1.97%,-1.97%,1.08%,-1.08%
9.0,7.0,11.0,5.59e+01,3.69%,-3.69%,1.00%,-1.00%,-5.53%,5.53%,1.18%,-1.18%,-2.14%,1.68%,-2.95%,2.82%,-1.03%,0.46%,0.22%,-0.39%,2.50%,-2.50%,0.60%,-0.60%,1.03%,-1.03%,0.40%,-0.40%
14.0,11.0,17.0,1.81e+01,4.45%,-4.45%,1.00%,-1.00%,-4.25%,4.25%,2.26%,-2.26%,-3.82%,3.05%,-2.12%,0.40%,-0.74%,-0.17%,-0.09%,-0.31%,2.50%,-2.50%,0.60%,-0.60%,1.17%,-1.17%,0.47%,-0.47%
21.0,17.0,25.0,3.41e+00,9.51%,-9.51%,1.00%,-1.00%,-4.30%,4.30%,1.95%,-1.94%,-5.07%,6.59%,-0.90%,1.48%,-1.84%,1.10%,0.53%,-0.56%,2.50%,-2.50%,0.60%,-0.60%,2.38%,-2.38%,1.33%,-1.33%
30.0,25.0,35.0,4.63e-01,26.92%,-26.92%,1.00%,-1.00%,-4.08%,4.08%,-1.85%,1.86%,-3.40%,9.29%,1.71%,1.01%,6.84%,1.79%,1.14%,2.26%,2.50%,-2.50%,0.60%,-0.60%,7.91%,-7.91%,2.76%,-2.76%
42.5,35.0,50.0,9.99e-02,45.85%,-45.85%,1.00%,-1.00%,-2.29%,2.29%,16.89%,-16.90%,-7.73%,11.68%,1.83%,0.82%,0.83%,0.87%,-1.44%,-1.06%,2.50%,-2.50%,0.60%,-0.60%,14.39%,-14.39%,5.08%,-5.08%

#: $Q^2$ [GeV$^2$],,,60.0-80.0
#: $y$,,,0.2-0.6
#: $\sqrt{s}$ [GeV],,,319.0
#: RE,,,$e^\pm\,p \to e^\pm\,(\ge 2\,{\rm jets})\,X$
#: $\eta_{\rm lab}^{\rm jet}$,,,-1.0-2.5
#: $P_T^{\rm jet}$ [GeV],,,> 4
#: $N_{\rm jet}$,,,$\ge 2$
#: $\langle P_T \rangle_2$ [GeV],,,5.0-50.0
$\langle P_T \rangle_2$ [GeV],$\langle P_T \rangle_2$ [GeV] LOW,$\langle P_T \rangle_2$ [GeV] HIGH,$c^{\rm had}$,error +,error -
6.0,5.0,7.0,0.894,0.46%,-0.46%
9.0,7.0,11.0,0.948,0.71%,-0.71%
14.0,11.0,17.0,0.966,1.38%,-1.38%
21.0,17.0,25.0,0.963,2.23%,-2.23%
30.0,25.0,35.0,0.960,1.12%,-1.12%
42.5,35.0,50.0,0.960,2.24%,-2.24%

#: $Q^2$ [GeV$^2$],,,60.0-80.0
#: $y$,,,0.2-0.6
#: $\sqrt{s}$ [GeV],,,319.0
#: RE,,,$e^\pm\,p \to e^\pm\,(\ge 2\,{\rm jets})\,X$
#: $\eta_{\rm lab}^{\rm jet}$,,,-1.0-2.5
#: $P_T^{\rm jet}$ [GeV],,,> 4
#: $N_{\rm jet}$,,,$\ge 2$
#: $\langle P_T \rangle_2$ [GeV],,,5.0-50.0
$\langle P_T \rangle_2$ [GeV],$\langle P_T \rangle_2$ [GeV] LOW,$\langle P_T \rangle_2$ [GeV] HIGH,$c^{\rm rad}$
6.0,5.0,7.0,1.050
9.0,7.0,11.0,1.029
14.0,11.0,17.0,1.009
21.0,17.0,25.0,1.019
30.0,25.0,35.0,1.045
42.5,35.0,50.0,0.969

