0.5,0.0,1.0,-,0,0,0,0
1.25,1.0,1.5,182.0,7.0,-7.0,47.0,-42.0
1.75,1.5,2.0,146.0,2.0,-2.0,27.0,-23.0
2.25,2.0,2.5,111.0,1.0,-1.0,18.0,-16.0
2.75,2.5,3.0,86.1,0.7,-0.7,13.1,-12.3
3.25,3.0,3.5,62.3,0.5,-0.5,8.8,-8.6
3.75,3.5,4.0,42.4,0.3,-0.3,5.5,-5.6
4.5,4.0,5.0,29.2,0.2,-0.2,3.2,-3.7
5.5,5.0,6.0,15.1,0.1,-0.1,1.5,-1.7
6.5,6.0,7.0,8.34,0.07,-0.07,0.76,-0.84
7.5,7.0,8.0,4.98,0.05,-0.05,0.47,-0.46

