CMS_Z_13TEV_DIFF_ZRAP_2M	6	12
   1	EWK_PT	1.000000000000e-01	8.315178393760e+03	1.300000000000e+04	3.948400000000e+02	2.703785352000e-01	6.498276720000e-01	1.645800000000e-01	8.743336960000e-01	2.214400000000e-01	3.906744380000e-02	9.894500000000e-03	2.356997380000e+00	5.969500000000e-01	1.256183460000e+00	3.181500000000e-01	9.871000000000e+00	2.500000000000e+00	
   2	EWK_PT	3.000000000000e-01	8.315178393760e+03	1.300000000000e+04	3.928100000000e+02	2.683206548000e-01	6.463688550000e-01	1.645500000000e-01	1.045542377000e+00	2.661700000000e-01	3.883319660000e-02	9.886000000000e-03	2.357252810000e+00	6.001000000000e-01	1.248978676000e+00	3.179600000000e-01	9.820250000000e+00	2.500000000000e+00	
   3	EWK_PT	5.000000000000e-01	8.315178393760e+03	1.300000000000e+04	3.926300000000e+02	2.678404071000e-01	6.460726650000e-01	1.645500000000e-01	1.169448455000e+00	2.978500000000e-01	3.877417565000e-02	9.875500000000e-03	2.425196984000e+00	6.176800000000e-01	1.249584238000e+00	3.182600000000e-01	9.815750000000e+00	2.500000000000e+00	
   4	EWK_PT	7.000000000000e-01	8.315178393760e+03	1.300000000000e+04	3.900900000000e+02	2.664743799000e-01	6.421661580000e-01	1.646200000000e-01	1.211034405000e+00	3.104500000000e-01	3.837705420000e-02	9.838000000000e-03	2.518265004000e+00	6.455600000000e-01	1.251993855000e+00	3.209500000000e-01	9.752250000000e+00	2.500000000000e+00	
   5	EWK_PT	9.000000000000e-01	8.315178393760e+03	1.300000000000e+04	3.852300000000e+02	2.644603950000e-01	6.346279020000e-01	1.647400000000e-01	1.169712372000e+00	3.036400000000e-01	3.755183517000e-02	9.747900000000e-03	2.548026789000e+00	6.614300000000e-01	1.270257402000e+00	3.297400000000e-01	9.630750000000e+00	2.500000000000e+00	
   6	EWK_PT	1.100000000000e+00	8.315178393760e+03	1.300000000000e+04	3.795900000000e+02	2.629495848000e-01	6.261716640000e-01	1.649600000000e-01	1.069722579000e+00	2.818100000000e-01	3.681529533000e-02	9.698700000000e-03	2.555893347000e+00	6.733300000000e-01	1.321314831000e+00	3.480900000000e-01	9.489750000000e+00	2.500000000000e+00	
   7	EWK_PT	1.300000000000e+00	8.315178393760e+03	1.300000000000e+04	3.634500000000e+02	2.579659065000e-01	6.018732000000e-01	1.656000000000e-01	8.953227300000e-01	2.463400000000e-01	3.557121495000e-02	9.787100000000e-03	2.530956765000e+00	6.963700000000e-01	1.363409985000e+00	3.751300000000e-01	9.086250000000e+00	2.500000000000e+00	
   8	EWK_PT	1.500000000000e+00	8.315178393760e+03	1.300000000000e+04	3.228400000000e+02	2.429855260000e-01	5.399176160000e-01	1.672400000000e-01	6.665031800000e-01	2.064500000000e-01	3.238730880000e-02	1.003200000000e-02	2.304690192000e+00	7.138800000000e-01	1.320641588000e+00	4.090700000000e-01	8.071000000000e+00	2.500000000000e+00	
   9	EWK_PT	1.700000000000e+00	8.315178393760e+03	1.300000000000e+04	2.645900000000e+02	2.202288406000e-01	4.512847040000e-01	1.705600000000e-01	5.018478530000e-01	1.896700000000e-01	2.778724180000e-02	1.050200000000e-02	1.945530270000e+00	7.353000000000e-01	1.208303153000e+00	4.566700000000e-01	6.614750000000e+00	2.500000000000e+00	
  10	EWK_PT	1.900000000000e+00	8.315178393760e+03	1.300000000000e+04	1.943400000000e+02	1.922294676000e-01	3.465859560000e-01	1.783400000000e-01	4.174811880000e-01	2.148200000000e-01	2.173498560000e-02	1.118400000000e-02	1.593510264000e+00	8.199600000000e-01	1.070502456000e+00	5.508400000000e-01	4.858500000000e+00	2.500000000000e+00	
  11	EWK_PT	2.100000000000e+00	8.315178393760e+03	1.300000000000e+04	1.168000000000e+02	1.547366400000e-01	2.298974400000e-01	1.968300000000e-01	3.292475200000e-01	2.818900000000e-01	1.369129600000e-02	1.172200000000e-02	1.170686400000e+00	1.002300000000e+00	8.588537600000e-01	7.353200000000e-01	2.920000000000e+00	2.500000000000e+00	
  12	EWK_PT	2.300000000000e+00	8.315178393760e+03	1.300000000000e+04	3.872300000000e+01	7.197831240000e-02	8.783150860000e-02	2.268200000000e-01	1.451647824000e-01	3.748800000000e-01	4.602615780000e-03	1.188600000000e-02	4.836502700000e-01	1.249000000000e+00	3.873461690000e-01	1.000300000000e+00	9.680750000000e-01	2.500000000000e+00	
