IMPPDF_big	0	48
   1	LATTICE	1.000000000000e+00	1.000000000000e+00	2.617990000000e-01	3.145700000000e-02	4.622000000000e-03	
   2	LATTICE	2.000000000000e+00	1.000000000000e+00	5.235990000000e-01	6.753200000000e-02	6.433000000000e-03	
   3	LATTICE	3.000000000000e+00	1.000000000000e+00	7.853980000000e-01	1.058760000000e-01	9.960000000000e-03	
   4	LATTICE	4.000000000000e+00	1.000000000000e+00	1.047198000000e+00	1.470840000000e-01	2.063000000000e-02	
   5	LATTICE	5.000000000000e+00	1.000000000000e+00	1.308997000000e+00	1.916920000000e-01	3.039300000000e-02	
   6	LATTICE	6.000000000000e+00	1.000000000000e+00	1.570796000000e+00	2.321340000000e-01	2.283100000000e-02	
   7	LATTICE	7.000000000000e+00	1.000000000000e+00	1.832596000000e+00	2.819630000000e-01	2.813000000000e-02	
   8	LATTICE	8.000000000000e+00	1.000000000000e+00	2.094395000000e+00	3.315900000000e-01	3.090800000000e-02	
   9	LATTICE	1.000000000000e+00	2.000000000000e+00	5.235990000000e-01	6.783100000000e-02	1.730700000000e-02	
  10	LATTICE	2.000000000000e+00	2.000000000000e+00	1.047198000000e+00	1.410100000000e-01	3.017400000000e-02	
  11	LATTICE	3.000000000000e+00	2.000000000000e+00	1.570796000000e+00	2.170510000000e-01	3.634300000000e-02	
  12	LATTICE	4.000000000000e+00	2.000000000000e+00	2.094395000000e+00	2.922490000000e-01	4.834800000000e-02	
  13	LATTICE	5.000000000000e+00	2.000000000000e+00	2.617994000000e+00	3.418940000000e-01	6.085400000000e-02	
  14	LATTICE	6.000000000000e+00	2.000000000000e+00	3.141593000000e+00	4.216370000000e-01	6.052400000000e-02	
  15	LATTICE	7.000000000000e+00	2.000000000000e+00	3.665191000000e+00	4.949530000000e-01	6.286000000000e-02	
  16	LATTICE	8.000000000000e+00	2.000000000000e+00	4.188790000000e+00	5.245610000000e-01	1.033390000000e-01	
  17	LATTICE	1.000000000000e+00	3.000000000000e+00	7.853980000000e-01	1.106860000000e-01	8.801000000000e-03	
  18	LATTICE	2.000000000000e+00	3.000000000000e+00	1.570796000000e+00	2.243900000000e-01	1.914700000000e-02	
  19	LATTICE	3.000000000000e+00	3.000000000000e+00	2.356194000000e+00	3.350730000000e-01	3.381600000000e-02	
  20	LATTICE	4.000000000000e+00	3.000000000000e+00	3.141593000000e+00	4.348640000000e-01	4.985600000000e-02	
  21	LATTICE	5.000000000000e+00	3.000000000000e+00	3.926991000000e+00	5.210100000000e-01	6.412600000000e-02	
  22	LATTICE	6.000000000000e+00	3.000000000000e+00	4.712389000000e+00	5.786210000000e-01	1.037300000000e-02	
  23	LATTICE	7.000000000000e+00	3.000000000000e+00	5.497787000000e+00	5.928540000000e-01	2.227500000000e-02	
  24	LATTICE	8.000000000000e+00	3.000000000000e+00	6.283185000000e+00	5.805200000000e-01	6.670700000000e-02	
  25	LATTICE	1.000000000000e+00	4.000000000000e+00	1.047198000000e+00	1.590820000000e-01	8.204000000000e-03	
  26	LATTICE	2.000000000000e+00	4.000000000000e+00	2.094395000000e+00	3.142880000000e-01	1.635700000000e-02	
  27	LATTICE	3.000000000000e+00	4.000000000000e+00	3.141593000000e+00	4.499800000000e-01	2.445200000000e-02	
  28	LATTICE	4.000000000000e+00	4.000000000000e+00	4.188790000000e+00	5.395320000000e-01	6.942000000000e-02	
  29	LATTICE	5.000000000000e+00	4.000000000000e+00	5.235988000000e+00	5.719420000000e-01	1.435900000000e-02	
  30	LATTICE	6.000000000000e+00	4.000000000000e+00	6.283185000000e+00	5.671480000000e-01	1.620400000000e-02	
  31	LATTICE	7.000000000000e+00	4.000000000000e+00	7.330383000000e+00	5.292080000000e-01	2.598400000000e-02	
  32	LATTICE	8.000000000000e+00	4.000000000000e+00	8.377580000000e+00	4.569170000000e-01	3.706800000000e-02	
  33	LATTICE	1.000000000000e+00	5.000000000000e+00	1.308997000000e+00	2.084320000000e-01	1.394500000000e-02	
  34	LATTICE	2.000000000000e+00	5.000000000000e+00	2.617994000000e+00	3.935230000000e-01	2.443200000000e-02	
  35	LATTICE	3.000000000000e+00	5.000000000000e+00	3.926991000000e+00	5.165220000000e-01	5.717700000000e-02	
  36	LATTICE	4.000000000000e+00	5.000000000000e+00	5.235988000000e+00	5.592330000000e-01	2.155300000000e-02	
  37	LATTICE	5.000000000000e+00	5.000000000000e+00	6.544985000000e+00	5.438510000000e-01	2.235700000000e-02	
  38	LATTICE	6.000000000000e+00	5.000000000000e+00	7.853982000000e+00	4.812270000000e-01	2.178400000000e-02	
  39	LATTICE	7.000000000000e+00	5.000000000000e+00	9.162979000000e+00	3.833870000000e-01	2.073200000000e-02	
  40	LATTICE	8.000000000000e+00	5.000000000000e+00	1.047197600000e+01	3.124270000000e-01	2.749600000000e-02	
  41	LATTICE	1.000000000000e+00	6.000000000000e+00	1.570796000000e+00	2.609420000000e-01	1.946500000000e-02	
  42	LATTICE	2.000000000000e+00	6.000000000000e+00	3.141593000000e+00	4.509620000000e-01	1.883900000000e-02	
  43	LATTICE	3.000000000000e+00	6.000000000000e+00	4.712389000000e+00	5.424190000000e-01	3.354400000000e-02	
  44	LATTICE	4.000000000000e+00	6.000000000000e+00	6.283185000000e+00	5.339250000000e-01	6.361500000000e-02	
  45	LATTICE	5.000000000000e+00	6.000000000000e+00	7.853982000000e+00	4.478280000000e-01	7.454100000000e-02	
  46	LATTICE	6.000000000000e+00	6.000000000000e+00	9.424778000000e+00	3.434970000000e-01	7.190300000000e-02	
