H1_DIS_DIJETS_LQ	17	48
   1	DIJET	7.500000000000e-01	3.600000000000e+01	3.190000000000e+02	2.990000000000e+02	3.310000000000e+00	2.990000000000e+00	1.000000000000e+00	7.475000000000e+00	2.500000000000e+00	1.794000000000e+00	6.000000000000e-01	6.279000000000e+00	2.100000000000e+00	1.644500000000e+00	5.500000000000e-01	-1.513802481435e+01	-5.062884553296e+00	-1.513802481435e+01	-5.062884553296e+00	1.298149055309e+01	4.341635636485e+00	1.298149055309e+01	4.341635636485e+00	2.114249275748e+00	7.071067811865e-01	-7.188447537542e-01	-2.404163056034e-01	1.775969391628e+00	5.939696961967e-01	-4.228498551496e-01	-1.414213562373e-01	8.132800000000e+00	2.720000000000e+00	8.132800000000e+00	2.720000000000e+00	-1.178060000000e+01	-3.940000000000e+00	-1.178060000000e+01	-3.940000000000e+00	
   2	DIJET	7.500000000000e-01	8.100000000000e+01	3.190000000000e+02	1.850000000000e+02	2.000000000000e+00	1.850000000000e+00	1.000000000000e+00	4.625000000000e+00	2.500000000000e+00	1.110000000000e+00	6.000000000000e-01	1.850000000000e+00	1.000000000000e+00	1.961000000000e+00	1.060000000000e+00	-6.488411824168e+00	-3.507249634685e+00	-6.488411824168e+00	-3.507249634685e+00	5.141019852617e+00	2.778929650063e+00	5.141019852617e+00	2.778929650063e+00	5.886663953378e-01	3.181980515339e-01	-6.540737725976e-01	-3.535533905933e-01	0.000000000000e+00	0.000000000000e+00	-1.046518036156e-01	-5.656854249492e-02	1.813000000000e+00	9.800000000000e-01	1.813000000000e+00	9.800000000000e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	
   3	DIJET	7.500000000000e-01	1.960000000000e+02	3.190000000000e+02	3.970000000000e+01	2.810000000000e+00	3.970000000000e-01	1.000000000000e+00	9.925000000000e-01	2.500000000000e+00	2.382000000000e-01	6.000000000000e-01	4.287600000000e-01	1.080000000000e+00	3.811200000000e-01	9.600000000000e-01	-1.229559697534e+00	-3.097127701597e+00	-1.229559697534e+00	-3.097127701597e+00	9.348022357964e-01	2.354665581351e+00	9.348022357964e-01	2.354665581351e+00	7.298756195408e-02	1.838477631085e-01	-8.140920371801e-02	-2.050609665441e-01	0.000000000000e+00	0.000000000000e+00	-7.018034803276e-02	-1.767766952966e-01	7.820900000000e-01	1.970000000000e+00	7.820900000000e-01	1.970000000000e+00	-1.627700000000e-01	-4.100000000000e-01	-1.627700000000e-01	-4.100000000000e-01	
   4	DIJET	7.500000000000e-01	4.410000000000e+02	3.190000000000e+02	6.650000000000e+00	5.900000000000e+00	6.650000000000e-02	1.000000000000e+00	1.662500000000e-01	2.500000000000e+00	3.990000000000e-02	6.000000000000e-01	1.416450000000e-01	2.130000000000e+00	8.778000000000e-02	1.320000000000e+00	-1.006283660307e-01	-1.513208511739e+00	-1.006283660307e-01	-1.513208511739e+00	4.796305296788e-02	7.212489168103e-01	4.796305296788e-02	7.212489168103e-01	4.702260094891e-03	7.071067811865e-02	-8.934294180292e-03	-1.343502884254e-01	6.112938123358e-03	9.192388155425e-02	-2.021971840803e-02	-3.040559159102e-01	1.798825000000e-01	2.705000000000e+00	1.798825000000e-01	2.705000000000e+00	-1.695750000000e-02	-2.550000000000e-01	-1.695750000000e-02	-2.550000000000e-01	
   5	DIJET	7.500000000000e-01	9.000000000000e+02	3.190000000000e+02	1.140000000000e+00	1.268000000000e+01	1.140000000000e-02	1.000000000000e+00	2.850000000000e-02	2.500000000000e+00	6.840000000000e-03	6.000000000000e-01	5.643000000000e-02	4.950000000000e+00	2.143200000000e-02	1.880000000000e+00	3.925715427791e-02	3.443610024378e+00	3.925715427791e-02	3.443610024378e+00	-1.716996686077e-02	-1.506137443927e+00	-1.716996686077e-02	-1.506137443927e+00	1.854033980271e-03	1.626345596729e-01	0.000000000000e+00	0.000000000000e+00	4.272339171929e-03	3.747665940289e-01	-7.496746094140e-03	-6.576093065035e-01	2.274300000000e-02	1.995000000000e+00	2.274300000000e-02	1.995000000000e+00	-1.071600000000e-02	-9.400000000000e-01	-1.071600000000e-02	-9.400000000000e-01	
   6	DIJET	7.500000000000e-01	1.806250000000e+03	3.190000000000e+02	2.140000000000e-01	2.165000000000e+01	2.140000000000e-03	1.000000000000e+00	5.350000000000e-03	2.500000000000e+00	1.284000000000e-03	6.000000000000e-01	2.009460000000e-02	9.390000000000e+00	7.896600000000e-03	3.690000000000e+00	-1.802231337481e-02	-8.421641763932e+00	-1.802231337481e-02	-8.421641763932e+00	1.605514230955e-02	7.502402948389e+00	1.605514230955e-02	7.502402948389e+00	1.210566809391e-03	5.656854249492e-01	0.000000000000e+00	0.000000000000e+00	2.542190299722e-03	1.187939392393e+00	-3.177737874652e-04	-1.484924240492e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	-1.615700000000e-03	-7.550000000000e-01	-1.615700000000e-03	-7.550000000000e-01	
   7	DIJET	7.500000000000e-01	3.600000000000e+01	3.190000000000e+02	2.550000000000e+02	3.000000000000e+00	2.550000000000e+00	1.000000000000e+00	6.375000000000e+00	2.500000000000e+00	1.530000000000e+00	6.000000000000e-01	4.054500000000e+00	1.590000000000e+00	1.606500000000e+00	6.300000000000e-01	2.109653081670e+00	8.273149339883e-01	2.109653081670e+00	8.273149339883e-01	-1.712966177424e+00	-6.717514421272e-01	-1.712966177424e+00	-6.717514421272e-01	2.055559412909e+00	8.061017305527e-01	-1.388404164860e+00	-5.444722215136e-01	7.753425855710e-01	3.040559159102e-01	0.000000000000e+00	0.000000000000e+00	5.049000000000e+00	1.980000000000e+00	5.049000000000e+00	1.980000000000e+00	-8.223750000000e+00	-3.225000000000e+00	-8.223750000000e+00	-3.225000000000e+00	
   8	DIJET	7.500000000000e-01	8.100000000000e+01	3.190000000000e+02	1.490000000000e+02	2.090000000000e+00	1.490000000000e+00	1.000000000000e+00	3.725000000000e+00	2.500000000000e+00	8.940000000000e-01	6.000000000000e-01	1.370800000000e+00	9.200000000000e-01	4.768000000000e-01	3.200000000000e-01	-1.074660886047e+00	-7.212489168103e-01	-1.074660886047e+00	-7.212489168103e-01	7.164405906982e-01	4.808326112069e-01	7.164405906982e-01	4.808326112069e-01	5.267945519840e-02	3.535533905933e-02	0.000000000000e+00	0.000000000000e+00	9.587660846108e-01	6.434671708798e-01	-8.007277190156e-01	-5.374011537018e-01	1.609200000000e+00	1.080000000000e+00	1.609200000000e+00	1.080000000000e+00	-1.206900000000e+00	-8.100000000000e-01	-1.206900000000e+00	-8.100000000000e-01	
   9	DIJET	7.500000000000e-01	1.960000000000e+02	3.190000000000e+02	3.200000000000e+01	2.980000000000e+00	3.200000000000e-01	1.000000000000e+00	8.000000000000e-01	2.500000000000e+00	1.920000000000e-01	6.000000000000e-01	3.136000000000e-01	9.800000000000e-01	2.496000000000e-01	7.800000000000e-01	-1.038598440207e+00	-3.245620125646e+00	-1.038598440207e+00	-3.245620125646e+00	1.002394573010e+00	3.132483040656e+00	1.002394573010e+00	3.132483040656e+00	5.883128419472e-02	1.838477631085e-01	-6.561950929411e-02	-2.050609665441e-01	1.538664355862e-01	4.808326112069e-01	-1.018233764909e-01	-3.181980515339e-01	6.208000000000e-01	1.940000000000e+00	6.208000000000e-01	1.940000000000e+00	-5.920000000000e-02	-1.850000000000e-01	-5.920000000000e-02	-1.850000000000e-01	
  10	DIJET	7.500000000000e-01	4.410000000000e+02	3.190000000000e+02	5.050000000000e+00	6.720000000000e+00	5.050000000000e-02	1.000000000000e+00	1.262500000000e-01	2.500000000000e+00	3.030000000000e-02	6.000000000000e-01	9.898000000000e-02	1.960000000000e+00	4.343000000000e-02	8.600000000000e-01	-2.931700070138e-01	-5.805346673542e+00	-2.931700070138e-01	-5.805346673542e+00	1.042699659538e-01	2.064751801065e+00	1.042699659538e-01	2.064751801065e+00	3.285218105393e-02	6.505382386916e-01	-2.642458041294e-02	-5.232590180780e-01	2.499622471494e-03	4.949747468306e-02	0.000000000000e+00	0.000000000000e+00	9.569750000000e-02	1.895000000000e+00	9.569750000000e-02	1.895000000000e+00	-3.030000000000e-02	-6.000000000000e-01	-3.030000000000e-02	-6.000000000000e-01	
