NTVNUDMN_PDF4LHC	2	45
   1	DIS_DM_NU	2.100000000000e-02	1.126960400160e+00	3.240000000000e-01	1.468940758506e+01	2.586278580834e+00	1.633611407387e+00	1.112101626922e+01	3.084775592863e-01	2.100000000000e+00	
   2	DIS_DM_NU	5.700000000000e-02	3.058892514720e+00	3.240000000000e-01	1.737610332674e+01	3.014222005659e+00	1.251000636336e+00	7.199546485261e+00	3.648981698616e-01	2.100000000000e+00	
   3	DIS_DM_NU	1.010000000000e-01	5.420142876960e+00	3.240000000000e-01	1.348258350619e+01	2.184783244793e+00	1.144410271082e+00	8.488063660477e+00	2.831342536299e-01	2.100000000000e+00	
   4	DIS_DM_NU	1.670000000000e-01	8.962018420320e+00	3.240000000000e-01	1.038917171945e+01	1.615311489631e+00	6.269327761735e-01	6.034482758621e+00	2.181726061084e-01	2.100000000000e+00	
   5	DIS_DM_NU	3.260000000000e-01	1.749471859296e+01	3.240000000000e-01	4.426318397378e+00	6.270617729618e-01	3.043093898197e-01	6.875000000000e+00	9.295268634493e-02	2.100000000000e+00	
   6	DIS_DM_NU	2.100000000000e-02	1.940876244720e+00	5.580000000000e-01	1.637242430255e+01	2.309145382793e+00	1.392156241612e+00	8.503054989817e+00	3.438209103535e-01	2.100000000000e+00	
   7	DIS_DM_NU	5.700000000000e-02	5.268092664240e+00	5.580000000000e-01	1.661296252424e+01	2.185916121610e+00	1.253258576390e+00	7.543859649123e+00	3.488722130090e-01	2.100000000000e+00	
   8	DIS_DM_NU	1.010000000000e-01	9.334690510320e+00	5.580000000000e-01	1.621006891401e+01	2.125876743033e+00	9.791038943081e-01	6.040097050185e+00	3.404114471942e-01	2.100000000000e+00	
   9	DIS_DM_NU	1.670000000000e-01	1.543458727944e+01	5.580000000000e-01	1.032055188911e+01	1.311259511738e+00	5.943559469091e-01	5.758955076192e+00	2.167315896714e-01	2.100000000000e+00	
  10	DIS_DM_NU	3.260000000000e-01	3.012979313232e+01	5.580000000000e-01	4.567693700824e+00	5.982218206511e-01	2.460912506357e-01	5.387647831800e+00	9.592156771731e-02	2.100000000000e+00	
  11	DIS_DM_NU	2.100000000000e-02	2.681748359640e+00	7.710000000000e-01	1.364418437270e+01	2.006967424310e+00	1.197792229363e+00	8.778774873195e+00	2.865278718266e-01	2.100000000000e+00	
  12	DIS_DM_NU	5.700000000000e-02	7.279031261880e+00	7.710000000000e-01	1.616272271636e+01	2.279312850145e+00	5.995390998825e-01	3.709394205443e+00	3.394171770435e-01	2.100000000000e+00	
  13	DIS_DM_NU	1.010000000000e-01	1.289793258684e+01	7.710000000000e-01	1.528125681883e+01	2.192635785160e+00	6.966923381879e-01	4.559129831058e+00	3.209063931955e-01	2.100000000000e+00	
  14	DIS_DM_NU	1.670000000000e-01	2.132628457428e+01	7.710000000000e-01	1.219441920411e+01	1.839440557082e+00	5.534133481191e-01	4.538250972482e+00	2.560828032863e-01	2.100000000000e+00	
  15	DIS_DM_NU	3.260000000000e-01	4.163095072584e+01	7.710000000000e-01	3.758337675647e+00	6.353339138473e-01	1.592662672315e-01	4.237678489175e+00	7.892509118859e-02	2.100000000000e+00	
  16	DIS_DM_NU	2.100000000000e-02	2.224690544160e+00	3.240000000000e-01	2.262893471080e+01	3.351059755550e+00	1.496741558456e+00	6.614282013643e+00	4.752076289269e-01	2.100000000000e+00	
  17	DIS_DM_NU	5.700000000000e-02	6.038445762720e+00	3.240000000000e-01	1.684900015696e+01	2.393579648271e+00	1.356296562757e+00	8.049715414102e+00	3.538290032962e-01	2.100000000000e+00	
  18	DIS_DM_NU	1.010000000000e-01	1.069970214096e+01	3.240000000000e-01	1.655627212336e+01	2.453571255394e+00	6.264849924841e-01	3.783973758201e+00	3.476817145905e-01	2.100000000000e+00	
