REPPDF_big	0	48
   1	LATTICE	1.000000000000e+00	1.000000000000e+00	1.963500000000e-01	9.961130000000e-01	3.417352776639e-03	
   2	LATTICE	2.000000000000e+00	1.000000000000e+00	3.926990000000e-01	9.916390000000e-01	3.427010358899e-03	
   3	LATTICE	3.000000000000e+00	1.000000000000e+00	5.890490000000e-01	9.814860000000e-01	1.825968236306e-02	
   4	LATTICE	4.000000000000e+00	1.000000000000e+00	7.853980000000e-01	9.720550000000e-01	3.874041817017e-03	
   5	LATTICE	5.000000000000e+00	1.000000000000e+00	9.817480000000e-01	9.572370000000e-01	4.179485614283e-03	
   6	LATTICE	6.000000000000e+00	1.000000000000e+00	1.178097000000e+00	9.390970000000e-01	4.902264782731e-03	
   7	LATTICE	7.000000000000e+00	1.000000000000e+00	1.374447000000e+00	9.187230000000e-01	2.674155941601e-02	
   8	LATTICE	8.000000000000e+00	1.000000000000e+00	1.570796000000e+00	8.916130000000e-01	3.301211898682e-02	
   9	LATTICE	1.000000000000e+00	2.000000000000e+00	3.926990000000e-01	9.922110000000e-01	1.855626578814e-03	
  10	LATTICE	2.000000000000e+00	2.000000000000e+00	7.853980000000e-01	9.749360000000e-01	2.541967741731e-03	
  11	LATTICE	3.000000000000e+00	2.000000000000e+00	1.178097000000e+00	9.439280000000e-01	1.748905371940e-02	
  12	LATTICE	4.000000000000e+00	2.000000000000e+00	1.570796000000e+00	9.034420000000e-01	6.434003419334e-03	
  13	LATTICE	5.000000000000e+00	2.000000000000e+00	1.963495000000e+00	8.510990000000e-01	7.877137805066e-03	
  14	LATTICE	6.000000000000e+00	2.000000000000e+00	2.356194000000e+00	7.875640000000e-01	1.079008804413e-02	
  15	LATTICE	7.000000000000e+00	2.000000000000e+00	2.748894000000e+00	7.154540000000e-01	2.578350247736e-02	
  16	LATTICE	8.000000000000e+00	2.000000000000e+00	3.141593000000e+00	6.294600000000e-01	3.363956004469e-02	
  17	LATTICE	1.000000000000e+00	3.000000000000e+00	5.890490000000e-01	9.846750000000e-01	2.060582441932e-03	
  18	LATTICE	2.000000000000e+00	3.000000000000e+00	1.178097000000e+00	9.431520000000e-01	4.220296198136e-03	
  19	LATTICE	3.000000000000e+00	3.000000000000e+00	1.767146000000e+00	8.778510000000e-01	1.750654163449e-02	
  20	LATTICE	4.000000000000e+00	3.000000000000e+00	2.356194000000e+00	7.925190000000e-01	1.310164111858e-02	
  21	LATTICE	5.000000000000e+00	3.000000000000e+00	2.945243000000e+00	6.933670000000e-01	2.229123145993e-02	
  22	LATTICE	6.000000000000e+00	3.000000000000e+00	3.534292000000e+00	5.841550000000e-01	3.556824426367e-02	
  23	LATTICE	7.000000000000e+00	3.000000000000e+00	4.123340000000e+00	4.621370000000e-01	5.451265908025e-02	
  24	LATTICE	8.000000000000e+00	3.000000000000e+00	4.712389000000e+00	3.136940000000e-01	5.179787640435e-02	
  25	LATTICE	1.000000000000e+00	4.000000000000e+00	7.853980000000e-01	9.729490000000e-01	2.597094530432e-03	
  26	LATTICE	2.000000000000e+00	4.000000000000e+00	1.570796000000e+00	8.995490000000e-01	5.816433615198e-03	
  27	LATTICE	3.000000000000e+00	4.000000000000e+00	2.356194000000e+00	7.822170000000e-01	1.763899090084e-02	
  28	LATTICE	4.000000000000e+00	4.000000000000e+00	3.141593000000e+00	6.357970000000e-01	1.900586751506e-02	
  29	LATTICE	5.000000000000e+00	4.000000000000e+00	3.926991000000e+00	4.767460000000e-01	3.066253414185e-02	
  30	LATTICE	6.000000000000e+00	4.000000000000e+00	4.712389000000e+00	3.234300000000e-01	4.875469208189e-02	
  31	LATTICE	7.000000000000e+00	4.000000000000e+00	5.497787000000e+00	1.737610000000e-01	5.026121765338e-02	
  32	LATTICE	8.000000000000e+00	4.000000000000e+00	6.283185000000e+00	5.311900000000e-02	3.004934275488e-02	
  33	LATTICE	1.000000000000e+00	5.000000000000e+00	9.817480000000e-01	9.569870000000e-01	3.289574440562e-03	
  34	LATTICE	2.000000000000e+00	5.000000000000e+00	1.963495000000e+00	8.342880000000e-01	1.346224349802e-02	
  35	LATTICE	3.000000000000e+00	5.000000000000e+00	2.945243000000e+00	6.368690000000e-01	1.936504583005e-02	
  36	LATTICE	4.000000000000e+00	5.000000000000e+00	3.926991000000e+00	4.578420000000e-01	3.821635775424e-02	
  37	LATTICE	5.000000000000e+00	5.000000000000e+00	4.908739000000e+00	2.592110000000e-01	2.989675567683e-02	
  38	LATTICE	6.000000000000e+00	5.000000000000e+00	5.890486000000e+00	9.738900000000e-02	1.130053096098e-01	
  39	LATTICE	7.000000000000e+00	5.000000000000e+00	6.872234000000e+00	-5.031200000000e-02	1.206573661241e-01	
  40	LATTICE	8.000000000000e+00	5.000000000000e+00	7.853982000000e+00	-5.440340000000e-01	9.434521715487e-01	
  41	LATTICE	1.000000000000e+00	6.000000000000e+00	1.178097000000e+00	9.410780000000e-01	1.189092090630e-02	
  42	LATTICE	2.000000000000e+00	6.000000000000e+00	2.356194000000e+00	7.701770000000e-01	2.763573773215e-02	
  43	LATTICE	3.000000000000e+00	6.000000000000e+00	3.534292000000e+00	5.280590000000e-01	4.621958459355e-02	
  44	LATTICE	4.000000000000e+00	6.000000000000e+00	4.712389000000e+00	3.004830000000e-01	4.690138590703e-02	
  45	LATTICE	5.000000000000e+00	6.000000000000e+00	5.890486000000e+00	1.407730000000e-01	3.171529599420e-02	
  46	LATTICE	6.000000000000e+00	6.000000000000e+00	7.068583000000e+00	8.861000000000e-03	1.078443322572e-01	
  47	LATTICE	7.000000000000e+00	6.000000000000e+00	8.246681000000e+00	-5.952300000000e-02	1.111233548810e-01	
  48	LATTICE	8.000000000000e+00	6.000000000000e+00	9.424778000000e+00	-1.621330000000e-01	2.371008224364e-01	
