REQPDF	1	16
   1	QPDF	0.000000000000e+00	1.849600000000e+00	4.000000000000e+00	9.370181090000e-01	0.000000000000e+00	6.196951211360e-02	6.613480734085e+00	
   2	QPDF	1.000000000000e+00	1.849600000000e+00	4.000000000000e+00	9.930450270000e-01	0.000000000000e+00	6.715193567680e-02	6.762224657593e+00	
   3	QPDF	2.000000000000e+00	1.849600000000e+00	4.000000000000e+00	1.022029458000e+00	0.000000000000e+00	7.443558061200e-02	7.283114985517e+00	
   4	QPDF	3.000000000000e+00	1.849600000000e+00	4.000000000000e+00	9.544610680000e-01	0.000000000000e+00	8.019155280830e-02	8.401762575433e+00	
   5	QPDF	4.000000000000e+00	1.849600000000e+00	4.000000000000e+00	7.958673500000e-01	0.000000000000e+00	8.800700283820e-02	1.105799890374e+01	
   6	QPDF	5.000000000000e+00	1.849600000000e+00	4.000000000000e+00	5.804467920000e-01	0.000000000000e+00	9.869068066020e-02	1.700253701466e+01	
   7	QPDF	6.000000000000e+00	1.849600000000e+00	4.000000000000e+00	3.416338650000e-01	0.000000000000e+00	1.125470823170e-01	3.294377222147e+01	
   8	QPDF	7.000000000000e+00	1.849600000000e+00	4.000000000000e+00	1.143727100000e-01	0.000000000000e+00	1.299732254230e-01	1.136400680049e+02	
   9	QPDF	8.000000000000e+00	1.849600000000e+00	4.000000000000e+00	-8.758211200000e-02	0.000000000000e+00	1.497044572810e-01	-1.709304033237e+02	
  10	QPDF	9.000000000000e+00	1.849600000000e+00	4.000000000000e+00	-2.702565970000e-01	0.000000000000e+00	1.762872899380e-01	-6.522959731414e+01	
  11	QPDF	1.000000000000e+01	1.849600000000e+00	4.000000000000e+00	-4.340210860000e-01	0.000000000000e+00	2.118469988660e-01	-4.881030108892e+01	
  12	QPDF	1.100000000000e+01	1.849600000000e+00	4.000000000000e+00	-5.457296920000e-01	0.000000000000e+00	2.520182563550e-01	-4.618005214842e+01	
  13	QPDF	1.200000000000e+01	1.849600000000e+00	4.000000000000e+00	-6.320460790000e-01	0.000000000000e+00	3.071428022760e-01	-4.859500161158e+01	
  14	QPDF	1.300000000000e+01	1.849600000000e+00	4.000000000000e+00	-7.025283630000e-01	0.000000000000e+00	3.750705993640e-01	-5.338867711509e+01	
  15	QPDF	1.400000000000e+01	1.849600000000e+00	4.000000000000e+00	-7.118615350000e-01	0.000000000000e+00	4.572789832800e-01	-6.423706869904e+01	
  16	QPDF	1.500000000000e+01	1.849600000000e+00	4.000000000000e+00	-7.667757730000e-01	0.000000000000e+00	5.624502512670e-01	-7.335263724706e+01	
