NTVNBDMN_PDF4LHC	2	45
   1	DIS_DM_NB	1.500000000000e-02	7.648485768000e-01	3.490000000000e-01	1.116297074328e+01	3.063498873224e+00	9.400071995306e-01	8.420762009939e+00	2.344223856088e-01	2.100000000000e+00	
   2	DIS_DM_NB	4.200000000000e-02	2.141576015040e+00	3.490000000000e-01	1.150370376840e+01	3.219040750810e+00	1.069894358070e+00	9.300433839479e+00	2.415777791364e-01	2.100000000000e+00	
   3	DIS_DM_NB	7.200000000000e-02	3.671273168640e+00	3.490000000000e-01	1.044697022350e+01	2.851430245142e+00	8.811819255935e-01	8.434808434808e+00	2.193863746934e-01	2.100000000000e+00	
   4	DIS_DM_NB	1.140000000000e-01	5.812849183680e+00	3.490000000000e-01	8.174403630343e+00	2.164714539768e+00	4.507266817931e-01	5.513878469617e+00	1.716624762372e-01	2.100000000000e+00	
   5	DIS_DM_NB	2.070000000000e-01	1.055491035984e+01	3.490000000000e-01	2.414045443421e+00	5.603493187364e-01	3.664987436060e-01	1.518193224592e+01	5.069495431184e-02	2.100000000000e+00	
   6	DIS_DM_NB	1.500000000000e-02	1.268903512800e+00	5.790000000000e-01	8.667528602063e+00	1.884669919106e+00	4.472429134458e-01	5.159981973862e+00	1.820181006433e-01	2.100000000000e+00	
   7	DIS_DM_NB	4.200000000000e-02	3.552929835840e+00	5.790000000000e-01	9.861847998346e+00	2.118007053238e+00	8.789142023139e-01	8.912266772529e+00	2.070988079653e-01	2.100000000000e+00	
   8	DIS_DM_NB	7.200000000000e-02	6.090736861440e+00	5.790000000000e-01	1.085160609236e+01	2.344446648125e+00	8.198730992609e-01	7.555315704263e+00	2.278837279396e-01	2.100000000000e+00	
   9	DIS_DM_NB	1.140000000000e-01	9.643666697280e+00	5.790000000000e-01	5.708398738038e+00	1.124264293830e+00	3.386338234429e-01	5.932203389831e+00	1.198763734988e-01	2.100000000000e+00	
  10	DIS_DM_NB	2.070000000000e-01	1.751086847664e+01	5.790000000000e-01	2.926111653978e+00	6.020963691671e-01	2.626980973755e-01	8.977719528178e+00	6.144834473354e-02	2.100000000000e+00	
  11	DIS_DM_NB	1.500000000000e-02	1.700637523200e+00	7.760000000000e-01	8.934298087185e+00	2.359596543813e+00	2.137399820783e+00	2.392353377877e+01	1.876202598309e-01	2.100000000000e+00	
  12	DIS_DM_NB	4.200000000000e-02	4.761785064960e+00	7.760000000000e-01	8.053132036091e+00	1.890156610124e+00	1.307802020737e+00	1.623966942149e+01	1.691157727579e-01	2.100000000000e+00	
  13	DIS_DM_NB	7.200000000000e-02	8.163060111360e+00	7.760000000000e-01	7.521336136615e+00	1.711729506306e+00	6.479053600829e-01	8.614232209738e+00	1.579480588689e-01	2.100000000000e+00	
  14	DIS_DM_NB	1.140000000000e-01	1.292484517632e+01	7.760000000000e-01	6.662177906720e+00	1.594169892963e+00	5.990514194053e-01	8.991825613079e+00	1.399057360411e-01	2.100000000000e+00	
  15	DIS_DM_NB	2.070000000000e-01	2.346879782016e+01	7.760000000000e-01	2.339815293964e+00	5.853637420779e-01	2.410321290909e-01	1.030133146461e+01	4.913612117325e-02	2.100000000000e+00	
  16	DIS_DM_NB	1.500000000000e-02	1.411650416400e+00	3.490000000000e-01	1.416893450943e+01	3.374964050903e+00	1.395453372635e+00	9.848682494130e+00	2.975476246981e-01	2.100000000000e+00	
  17	DIS_DM_NB	4.200000000000e-02	3.952621165920e+00	3.490000000000e-01	1.370755629969e+01	3.343396920958e+00	1.846104293204e+00	1.346778559827e+01	2.878586822934e-01	2.100000000000e+00	
  18	DIS_DM_NB	7.200000000000e-02	6.775921998720e+00	3.490000000000e-01	1.345599066913e+01	3.316877677986e+00	9.165299879003e-01	6.811315572645e+00	2.825758040518e-01	2.100000000000e+00	
  19	DIS_DM_NB	1.140000000000e-01	1.072854316464e+01	3.490000000000e-01	7.866326596767e+00	1.852850516588e+00	4.862351256255e-01	6.181222196207e+00	1.651928585321e-01	2.100000000000e+00	
  20	DIS_DM_NB	2.070000000000e-01	1.948077574632e+01	3.490000000000e-01	2.891132886317e+00	6.365964525708e-01	4.049410099448e-01	1.400630914826e+01	6.071379061266e-02	2.100000000000e+00	
  21	DIS_DM_NB	1.500000000000e-02	2.341964444400e+00	5.790000000000e-01	1.741567769773e+01	4.535162856675e+00	7.368342398717e-01	4.230867455521e+00	3.657292316524e-01	2.100000000000e+00	
  22	DIS_DM_NB	4.200000000000e-02	6.557500444320e+00	5.790000000000e-01	1.370168174555e+01	3.375669044833e+00	8.717631893167e-01	6.362453934533e+00	2.877353166565e-01	2.100000000000e+00	
  23	DIS_DM_NB	7.200000000000e-02	1.124142933312e+01	5.790000000000e-01	1.071747490955e+01	2.613403632853e+00	1.808481243381e+00	1.687413554633e+01	2.250669731005e-01	2.100000000000e+00	
  24	DIS_DM_NB	1.140000000000e-01	1.779892977744e+01	5.790000000000e-01	9.246015137195e+00	2.348030340507e+00	1.069969828327e+00	1.157222665603e+01	1.941663178811e-01	2.100000000000e+00	
